__ID__,alcohol,sulphates,pH,density,total sulfur dioxide,free sulfur dioxide,chlorides,residual sugar,citric acid,volatile acidity,fixed acidity
2898,11.1,0.38,2.99,0.9910399999999999,78.0,25.0,0.032,0.8,0.28,0.18,8.6
2899,9.0,0.46,3.31,0.99772,150.0,59.0,0.05,13.1,0.26,0.21,6.2
2900,10.5,0.58,3.4,0.9922,97.0,37.0,0.031,1.1,0.37,0.16,6.1
2901,11.9,0.59,3.27,0.9907600000000001,92.0,36.0,0.027999999999999997,2.2,0.32,0.22,6.5
2902,9.4,0.5,3.27,0.9962200000000001,155.0,38.0,0.036000000000000004,8.9,0.14,0.36,6.2
2903,11.4,0.52,3.31,0.9902,81.0,26.0,0.035,1.1,0.25,0.21,5.7
2904,10.8,0.58,3.31,0.9911399999999999,114.0,40.0,0.034,0.9,0.32,0.25,6.4
2905,9.8,0.46,3.1,0.9938,157.0,40.0,0.073,1.7,0.26,0.31,7.6
2906,9.3,0.45,3.2,0.9959399999999999,183.0,59.0,0.047,6.9,0.46,0.26,6.6
2907,11.4,0.52,3.31,0.9902,81.0,26.0,0.035,1.1,0.25,0.21,5.7
2908,11.3,0.52,3.24,0.99035,73.0,22.0,0.031,1.0,0.31,0.2,6.2
2909,11.3,0.52,3.23,0.9903200000000001,73.0,23.0,0.031,1.0,0.3,0.18,6.2
2910,9.5,0.48,3.22,0.9955799999999999,170.0,49.0,0.031,7.6,0.2,0.37,6.1
2911,9.4,0.5,3.27,0.9962200000000001,155.0,38.0,0.036000000000000004,8.9,0.14,0.36,6.2
2912,11.9,0.59,3.27,0.9907600000000001,92.0,36.0,0.027999999999999997,2.2,0.32,0.22,6.5
2913,9.3,0.38,3.03,0.99413,199.0,49.0,0.046,1.2,0.3,0.18,7.7
2914,11.4,0.54,3.03,0.9904299999999999,81.0,22.0,0.040999999999999995,1.0,0.38,0.14,6.9
2915,11.4,0.54,3.03,0.9904299999999999,81.0,22.0,0.040999999999999995,1.0,0.38,0.14,6.9
2916,12.7,0.39,3.22,0.98982,128.0,57.0,0.053,3.1,0.26,0.44,6.0
2917,13.5,0.45,3.2,0.98934,118.0,26.0,0.033,1.95,0.4,0.36,7.1
2918,11.2,0.52,3.06,0.9902,65.0,15.0,0.019,2.2,0.28,0.28,5.7
2919,10.7,0.41,3.19,0.99449,118.0,38.0,0.038,8.75,0.32,0.16,6.4
2920,10.8,0.46,3.01,0.99629,92.0,13.0,0.032,11.9,0.4,0.28,7.4
2921,10.5,0.57,3.46,0.9948,202.0,27.0,0.054000000000000006,2.7,0.31,0.39,6.7
2922,13.0,0.32,3.13,0.9898399999999999,137.0,44.0,0.013999999999999999,5.45,0.47,0.44,6.5
2923,10.8,0.49,3.08,0.99326,131.0,41.0,0.028999999999999998,6.3,0.31,0.22,6.9
2924,9.1,0.5,3.05,0.99834,118.0,39.0,0.046,14.4,0.29,0.22,6.6
2925,10.1,0.5,3.1,0.99555,196.0,67.0,0.038,7.8,0.3,0.25,7.7
2926,11.9,0.84,3.3,0.98975,59.0,13.0,0.027999999999999997,1.6,0.33,0.155,5.2
2927,12.0,0.31,2.98,0.99216,140.0,45.0,0.036000000000000004,9.1,0.31,0.31,7.0
2928,12.0,0.31,2.98,0.99216,140.0,45.0,0.036000000000000004,9.1,0.31,0.31,7.0
2929,9.1,0.5,3.05,0.99834,118.0,39.0,0.046,14.4,0.29,0.22,6.6
2930,11.6,0.95,3.22,0.9901,147.0,81.0,0.040999999999999995,1.3,0.4,0.21,5.6
2931,11.9,0.84,3.3,0.98975,59.0,13.0,0.027999999999999997,1.6,0.33,0.155,5.2
2932,10.2,0.5,3.14,0.9957299999999999,192.0,69.0,0.038,11.3,0.32,0.25,6.4
2933,10.8,0.49,3.08,0.99326,131.0,41.0,0.028999999999999998,6.3,0.31,0.22,6.9
2934,9.8,0.4,3.3,0.99215,66.0,11.0,0.027999999999999997,0.7,0.29,0.21,5.3
2935,11.4,0.3,2.95,0.98993,89.0,3.0,0.023,1.25,0.28,0.27,7.1
2936,9.8,0.41,3.3,0.99218,68.0,11.0,0.03,0.7,0.27,0.17,5.2
2937,10.1,0.5,3.1,0.99555,196.0,67.0,0.038,7.8,0.3,0.25,7.7
2938,9.8,0.38,3.19,0.99564,98.0,41.0,0.039,10.3,0.29,0.12,7.0
2939,9.8,0.38,3.19,0.99564,98.0,41.0,0.039,10.3,0.29,0.12,7.0
2940,10.7,0.4,3.21,0.99397,128.0,49.0,0.036000000000000004,7.8,0.34,0.29,7.1
2941,10.6,0.61,3.11,0.9957600000000001,111.0,14.0,0.022000000000000002,8.7,0.3,0.3,7.2
2942,9.3,0.47,3.17,0.9960100000000001,173.0,49.0,0.037000000000000005,8.3,0.46,0.26,6.8
2943,9.8,0.38,3.19,0.99564,98.0,41.0,0.039,10.3,0.29,0.12,7.0
2944,10.7,0.4,3.21,0.99397,128.0,49.0,0.036000000000000004,7.8,0.34,0.29,7.1
2945,14.0,0.59,3.33,0.98713,150.0,39.0,0.016,1.2,0.31,0.33,4.9
2946,11.0,0.37,3.36,0.99308,107.0,27.0,0.026000000000000002,8.3,0.28,0.29,5.1
2947,11.0,0.37,3.36,0.99308,107.0,27.0,0.026000000000000002,8.3,0.28,0.29,5.1
2948,9.4,0.45,3.21,0.99582,182.0,55.0,0.049,6.2,0.48,0.26,6.8
2949,9.0,0.36,3.1,0.9949399999999999,139.0,30.0,0.078,5.0,0.52,0.28,6.0
2950,9.0,0.55,3.08,0.9929,108.0,8.0,0.042,1.8,0.25,0.28,6.0
2951,10.0,0.53,3.37,0.99471,101.0,17.0,0.044000000000000004,1.6,0.22,0.2,7.2
2952,9.0,0.54,3.08,0.9929,109.0,9.0,0.040999999999999995,1.8,0.25,0.27,6.1
2953,9.0,0.55,3.08,0.9929,108.0,8.0,0.042,1.8,0.25,0.28,6.0
2954,12.4,0.6,3.29,0.9903700000000001,79.0,25.0,0.036000000000000004,2.9,0.3,0.29,6.4
2955,11.3,0.44,3.14,0.9930399999999999,123.0,28.0,0.042,6.0,0.24,0.35,7.4
2956,12.0,0.55,2.8,0.99026,86.0,36.0,0.034,0.9,0.38,0.12,8.1
2957,11.7,0.56,3.01,0.9898600000000001,94.0,37.0,0.031,1.1,0.3,0.12,6.4
2958,10.0,0.53,3.37,0.99471,101.0,17.0,0.044000000000000004,1.6,0.22,0.2,7.2
2959,13.2,0.54,2.84,0.98951,90.0,26.0,0.016,5.45,0.26,0.4,7.3
2960,11.0,0.59,3.07,0.99634,114.0,41.0,0.04,14.05,0.34,0.11,7.7
2961,11.0,0.54,3.22,0.9936799999999999,114.0,30.0,0.03,8.0,0.41,0.23,6.9
2962,9.2,0.48,3.02,0.99792,94.0,14.0,0.11199999999999999,13.1,0.38,0.38,6.9
2963,13.0,0.48,3.08,0.99026,113.0,38.0,0.021,4.9,0.29,0.38,7.5
2964,10.6,0.6,3.77,0.9936200000000001,128.0,38.0,0.044000000000000004,1.3,0.24,0.19,5.8
2965,13.0,0.49,3.55,0.98919,119.0,31.0,0.021,2.2,0.26,0.34,5.5
2966,9.0,0.54,3.04,0.99835,118.0,33.0,0.051,14.9,0.3,0.23,6.6
2967,9.0,0.54,3.04,0.99835,118.0,33.0,0.051,14.9,0.3,0.23,6.6
2968,11.5,0.32,2.93,0.9903799999999999,148.0,52.0,0.021,0.95,0.31,0.31,8.4
2969,11.0,0.44,3.11,0.9910399999999999,76.0,17.0,0.025,1.4,0.3,0.2,6.7
2970,11.5,0.32,2.93,0.9903799999999999,148.0,52.0,0.021,0.95,0.31,0.31,8.4
2971,9.9,0.43,3.11,0.9928600000000001,112.0,10.0,0.05,1.7,0.24,0.26,7.3
2972,10.4,0.46,3.12,0.9929600000000001,128.0,31.0,0.039,5.6,0.22,0.22,6.3
2973,9.0,0.54,3.04,0.99835,118.0,33.0,0.051,14.9,0.3,0.23,6.6
2974,9.9,0.52,3.06,0.9954,110.0,50.0,0.055999999999999994,7.1,0.4,0.19,7.5
2975,11.0,0.47,3.07,0.9914,162.0,71.0,0.045,1.2,0.33,0.14,8.0
2976,12.1,0.35,3.18,0.9928600000000001,124.0,34.0,0.026000000000000002,9.6,0.39,0.32,6.8
2977,9.7,0.51,2.96,0.9960399999999999,131.0,45.0,0.044000000000000004,11.4,0.2,0.23,6.6
2978,9.7,0.51,2.96,0.9960399999999999,131.0,45.0,0.044000000000000004,11.4,0.2,0.23,6.6
2979,12.2,0.3,2.99,0.99119,123.0,39.0,0.034,7.9,0.26,0.36,6.7
2980,12.4,0.31,3.15,0.9900700000000001,113.0,31.0,0.016,5.0,0.42,0.38,6.1
2981,10.5,0.39,3.03,0.9950700000000001,97.0,30.0,0.033,11.1,0.28,0.23,8.5
2982,10.4,0.57,3.28,0.9959600000000001,213.0,29.0,0.05,8.0,0.31,0.2,7.0
2983,12.0,0.34,3.15,0.99011,180.0,48.0,0.028999999999999998,3.8,0.32,0.26,6.0
2984,12.7,0.32,3.07,0.9918399999999999,28.0,4.0,0.037000000000000005,10.55,0.3,0.3,6.9
2985,10.9,0.45,3.11,0.99469,115.0,29.0,0.039,10.2,0.28,0.18,6.7
2986,10.9,0.45,3.11,0.99469,115.0,29.0,0.039,10.2,0.28,0.18,6.7
2987,10.9,0.45,3.11,0.99406,113.0,29.0,0.039,9.8,0.28,0.18,6.8
2988,11.4,0.52,3.15,0.99305,103.0,17.0,0.034,6.3,0.31,0.19,7.2
2989,11.0,0.41,3.22,0.9909600000000001,184.0,74.0,0.036000000000000004,1.1,0.32,0.16,6.2
2990,12.6,0.31,3.45,0.98956,178.0,58.0,0.032,4.5,0.32,0.27,5.0
2991,11.6,0.46,3.29,0.9921,152.0,45.0,0.034,6.3,0.28,0.37,6.3
2992,10.5,0.44,3.11,0.9949600000000001,130.0,29.0,0.038,10.9,0.27,0.2,6.6
2993,10.9,0.45,3.11,0.99406,113.0,29.0,0.039,9.8,0.28,0.18,6.8
2994,10.9,0.45,3.11,0.99406,113.0,29.0,0.039,9.8,0.28,0.18,6.8
2995,12.5,0.37,3.03,0.9888,119.0,42.0,0.037000000000000005,0.8,0.34,0.28,6.6
2996,12.1,0.5,3.11,0.9894200000000001,111.0,32.0,0.034,0.8,0.36,0.35,6.5
2997,11.3,0.58,3.02,0.99082,158.0,35.0,0.035,1.2,0.33,0.25,6.9
2998,13.3,0.64,3.07,0.9880200000000001,112.0,18.0,0.025,1.3,0.3,0.32,6.0
2999,10.9,0.45,3.11,0.99406,113.0,29.0,0.039,9.8,0.28,0.18,6.8
3000,10.9,0.45,3.11,0.99469,115.0,29.0,0.039,10.2,0.28,0.18,6.7
3001,10.5,0.44,3.11,0.9949600000000001,130.0,29.0,0.038,10.9,0.27,0.2,6.6
3002,11.6,0.46,3.29,0.9921,152.0,45.0,0.034,6.3,0.28,0.37,6.3
3003,11.4,0.52,3.15,0.99305,103.0,17.0,0.034,6.3,0.31,0.19,7.2
3004,11.0,0.51,3.16,0.99074,111.0,26.0,0.034,1.2,0.36,0.18,6.3
3005,12.1,0.36,3.08,0.9896799999999999,156.0,40.0,0.037000000000000005,0.9,0.36,0.3,6.9
3006,11.0,0.41,3.22,0.9909600000000001,184.0,74.0,0.036000000000000004,1.1,0.32,0.16,6.2
3007,12.6,0.31,3.45,0.98956,178.0,58.0,0.032,4.5,0.32,0.27,5.0
3008,13.0,0.3,3.36,0.9887,173.0,54.0,0.03,3.7,0.33,0.3,5.0
3009,8.8,0.64,2.94,0.99941,221.0,50.0,0.054000000000000006,18.1,0.5,0.2,6.5
3010,9.5,0.53,3.16,0.9938799999999999,218.0,30.5,0.061,1.35,0.31,0.25,6.7
3011,11.8,0.47,3.2,0.99206,105.0,30.0,0.028999999999999998,5.5,0.36,0.22,6.6
3012,12.2,0.45,3.14,0.99035,93.0,29.0,0.026000000000000002,3.1,0.37,0.25,6.8
3013,10.7,0.55,3.05,0.9958100000000001,105.0,36.0,0.042,12.85,0.37,0.13,7.0
3014,11.0,0.38,3.07,0.9976,67.0,12.0,0.04,19.8,0.34,0.45,7.0
3015,11.4,0.44,2.99,0.9936200000000001,104.0,14.0,0.02,8.25,0.3,0.32,7.2
3016,10.7,0.55,3.05,0.9958100000000001,105.0,36.0,0.042,12.85,0.37,0.13,7.0
3017,12.0,0.34,3.09,0.99016,135.0,57.0,0.035,3.8,0.3,0.34,5.9
3018,11.9,0.39,3.02,0.9917600000000001,121.0,33.0,0.037000000000000005,6.9,0.31,0.22,6.8
3019,11.4,0.44,2.99,0.9936200000000001,104.0,14.0,0.02,8.25,0.3,0.32,7.2
3020,11.8,0.34,3.02,0.99439,46.0,3.0,0.028999999999999998,11.7,0.35,0.32,8.4
3021,10.6,0.48,3.34,0.9945799999999999,88.0,6.0,0.046,4.6,0.29,0.27,6.8
3022,9.7,0.38,3.06,0.99418,133.0,24.0,0.05,4.0,0.21,0.74,8.0
3023,11.0,0.38,3.07,0.9976,67.0,12.0,0.04,19.8,0.34,0.45,7.0
3024,10.7,0.55,3.05,0.9958100000000001,105.0,36.0,0.042,12.85,0.37,0.13,7.0
3025,11.0,0.63,3.76,0.9917799999999999,152.0,69.0,0.045,1.2,0.29,0.22,5.4
3026,10.5,0.34,2.99,0.99456,118.0,17.0,0.024,8.9,0.3,0.22,8.4
3027,10.4,0.45,3.1,0.9957799999999999,150.0,44.0,0.035,11.7,0.22,0.32,7.4
3028,10.5,0.55,3.2,0.99546,138.0,21.0,0.05,6.2,0.37,0.18,7.5
3029,12.0,0.48,3.12,0.99518,142.0,22.0,0.024,14.8,0.29,0.47,7.1
3030,12.0,0.48,3.12,0.99518,142.0,22.0,0.024,14.8,0.29,0.47,7.1
3031,9.2,0.41,3.22,0.99646,124.0,33.0,0.042,10.8,0.25,0.19,5.8
3032,10.9,0.49,3.37,0.99264,92.0,15.0,0.036000000000000004,1.6,0.46,0.14,6.7
3033,9.5,0.5,3.15,0.9957799999999999,185.0,50.0,0.045,8.3,0.38,0.24,6.8
3034,9.4,0.55,3.15,0.9960399999999999,156.0,36.0,0.042,8.4,0.47,0.25,6.9
3035,11.3,0.5,3.13,0.9901399999999999,85.0,31.0,0.026000000000000002,2.5,0.33,0.24,6.0
3036,10.4,0.58,3.42,0.9948899999999999,189.0,26.0,0.054000000000000006,3.5,0.34,0.29,6.8
3037,9.4,0.57,3.26,0.99884,170.0,57.0,0.037000000000000005,17.2,0.42,0.33,6.3
3038,11.3,0.52,3.02,0.99054,104.0,43.0,0.027000000000000003,2.1,0.45,0.23,6.5
3039,8.8,0.4,3.14,0.99782,196.0,59.0,0.044000000000000004,12.2,0.29,0.27,6.3
3040,10.8,0.35,3.2,0.99519,130.0,58.0,0.045,11.8,0.37,0.2,6.3
3041,9.4,0.57,3.25,0.99882,173.0,58.0,0.037000000000000005,16.8,0.41,0.33,6.2
3042,9.4,0.57,3.26,0.99884,170.0,57.0,0.037000000000000005,17.2,0.42,0.33,6.3
3043,9.2,0.43,2.95,0.9931,114.0,46.0,0.154,1.1,1.0,0.21,7.2
3044,10.3,0.53,3.12,0.99666,144.0,15.0,0.044000000000000004,14.7,0.3,0.27,6.0
3045,9.9,0.57,3.09,0.99324,99.0,21.0,0.034,5.5,0.26,0.12,5.7
3046,12.4,0.34,3.19,0.9908600000000001,112.0,38.0,0.027000000000000003,6.1,0.37,0.24,6.9
3047,11.9,0.44,3.11,0.9908,167.0,42.0,0.040999999999999995,1.2,0.53,0.18,7.7
3048,11.7,0.56,3.11,0.99067,132.0,33.0,0.023,1.3,0.43,0.17,7.1
3049,9.4,0.57,2.98,0.99711,199.0,49.0,0.126,8.7,0.38,0.33,7.5
3050,9.6,0.53,3.53,0.9945200000000001,272.0,138.5,0.039,1.7,0.24,0.255,6.2
3051,9.4,0.57,2.98,0.99711,199.0,49.0,0.126,8.7,0.38,0.33,7.5
3052,10.4,0.43,2.98,0.9945,175.0,78.0,0.043,10.2,0.66,0.2,5.6
3053,9.5,0.47,3.09,0.9942700000000001,102.0,26.0,0.042,4.5,0.36,0.17,7.6
3054,11.9,0.43,3.2,0.9915200000000001,73.0,7.0,0.036000000000000004,5.9,0.31,0.15,5.8
3055,12.5,0.4,3.18,0.98935,116.0,36.0,0.024,1.7,0.44,0.25,6.3
3056,13.4,0.4,3.16,0.9887600000000001,55.0,6.0,0.016,1.4,0.41,0.28,6.9
3057,12.7,0.84,3.13,0.99174,114.0,27.0,0.026000000000000002,5.4,0.37,0.27,7.2
3058,9.1,0.46,3.17,0.99572,208.0,54.0,0.045,7.9,0.38,0.25,6.2
3059,10.5,0.5,2.9,0.9918399999999999,58.0,23.0,0.026000000000000002,1.1,0.48,0.19,8.5
3060,10.4,0.7,3.19,0.99454,176.0,58.0,0.046,7.0,0.54,0.25,6.2
3061,10.4,0.7,3.19,0.99454,176.0,58.0,0.046,7.0,0.54,0.25,6.2
3062,12.5,0.59,3.08,0.99164,110.0,30.0,0.03,7.6,0.43,0.28,6.8
3063,10.4,0.7,3.19,0.99454,176.0,58.0,0.046,7.0,0.54,0.25,6.2
3064,9.0,0.48,2.95,0.9977799999999999,183.0,77.0,0.038,12.3,0.8,0.21,7.4
3065,9.8,0.42,3.18,0.9975,120.0,54.0,0.045,15.3,0.38,0.15,7.0
3066,9.0,0.48,2.95,0.9977799999999999,183.0,77.0,0.038,12.3,0.8,0.21,7.4
3067,10.7,0.43,3.17,0.99205,142.0,29.0,0.033,1.2,0.42,0.28,7.3
3068,12.4,0.49,3.16,0.98962,111.0,28.0,0.033,2.3,0.38,0.18,6.1
3069,12.5,0.5,3.08,0.99118,76.0,6.0,0.028999999999999998,6.1,0.43,0.53,7.0
3070,12.5,0.59,3.08,0.99164,110.0,30.0,0.03,7.6,0.43,0.28,6.8
3071,12.1,0.43,3.1,0.99274,82.0,20.0,0.027999999999999997,10.2,0.38,0.36,6.5
3072,11.3,0.59,2.92,0.9918399999999999,163.0,95.0,0.040999999999999995,4.1,0.47,0.25,7.5
3073,12.0,0.43,3.25,0.9905200000000001,122.0,48.0,0.039,2.9,0.41,0.24,6.7
3074,10.4,0.6,3.28,0.99546,141.0,29.0,0.042,8.5,0.33,0.25,6.6
3075,12.2,0.46,3.11,0.98972,87.0,23.0,0.042,1.5,0.4,0.15,6.4
3076,8.6,0.43,3.05,0.9942,115.0,24.0,0.039,3.1,0.3,0.28,6.3
3077,9.1,0.46,3.17,0.99572,208.0,54.0,0.045,7.9,0.38,0.25,6.2
3078,12.1,0.33,2.96,0.9902200000000001,91.0,35.0,0.027999999999999997,3.5,0.35,0.28,7.1
3079,12.0,0.81,3.32,0.9925299999999999,125.0,9.0,0.032,4.9,0.34,0.35,6.6
3080,10.5,0.5,2.9,0.9918399999999999,58.0,23.0,0.026000000000000002,1.1,0.48,0.19,8.5
3081,10.4,0.7,3.19,0.99454,176.0,58.0,0.046,7.0,0.54,0.25,6.2
3082,11.9,0.42,3.46,0.9903,102.0,10.0,0.028999999999999998,1.2,0.51,0.35,6.0
3083,13.7,0.52,3.25,0.98906,94.0,28.0,0.024,4.5,0.32,0.31,5.8
3084,11.3,0.72,3.22,0.99146,78.0,33.0,0.03,2.6,0.35,0.17,6.6
3085,10.5,0.42,3.02,0.9951,88.0,24.0,0.036000000000000004,9.9,0.4,0.23,8.5
3086,13.7,0.52,3.25,0.98906,94.0,28.0,0.024,4.5,0.32,0.31,5.8
3087,10.1,0.44,3.14,0.995,201.0,38.0,0.040999999999999995,9.5,0.34,0.2,6.1
3088,12.3,0.39,2.94,0.9887600000000001,76.0,12.0,0.024,1.5,0.37,0.37,6.3
3089,12.0,0.33,3.06,0.98956,89.0,20.0,0.031,3.2,0.38,0.36,6.2
3090,11.3,0.72,3.22,0.99146,78.0,33.0,0.03,2.6,0.35,0.17,6.6
3091,9.5,0.51,3.12,0.99592,183.0,61.0,0.04,11.2,0.47,0.28,6.3
3092,11.4,0.53,3.02,0.99129,152.0,28.0,0.043,3.2,0.52,0.27,7.6
3093,11.9,0.48,3.16,0.99064,118.0,40.0,0.045,2.3,0.45,0.25,7.0
3094,10.0,0.54,2.85,0.9936799999999999,18.0,3.0,0.032,4.9,0.49,0.24,9.7
3095,10.0,0.54,2.85,0.9936799999999999,18.0,3.0,0.032,4.9,0.49,0.24,9.7
3096,11.3,0.6,3.23,0.99121,102.0,19.0,0.034,1.4,0.39,0.13,6.8
3097,11.7,0.48,3.25,0.9910399999999999,133.0,30.0,0.045,1.5,0.5,0.78,6.6
3098,11.0,0.39,3.36,0.99221,129.0,44.0,0.022000000000000002,6.7,0.27,0.33,5.1
3099,12.2,0.48,2.97,0.98924,111.0,34.0,0.033,2.1,0.4,0.34,6.7
3100,10.7,0.54,2.91,0.9917600000000001,124.0,57.0,0.027999999999999997,4.3,0.51,0.14,6.7
3101,10.9,0.34,3.11,0.9943200000000001,84.0,25.0,0.038,10.9,0.34,0.26,7.0
3102,10.2,0.38,3.17,0.99366,113.0,18.0,0.04,7.0,0.26,0.29,6.5
3103,11.9,0.48,3.16,0.99064,118.0,40.0,0.045,2.3,0.45,0.25,7.0
3104,11.1,0.48,3.15,0.9917799999999999,130.0,20.0,0.047,2.5,0.49,0.21,7.6
3105,11.2,0.5,3.0,0.99126,159.0,26.0,0.045,2.6,0.51,0.26,7.7
3106,11.4,0.53,3.02,0.99129,152.0,28.0,0.043,3.2,0.52,0.27,7.6
3107,10.6,0.57,3.07,0.9925200000000001,169.0,31.0,0.047,2.5,0.49,0.25,7.7
3108,10.3,0.53,3.03,0.9970899999999999,151.0,33.0,0.047,14.7,0.46,0.35,7.6
3109,10.4,0.57,3.4,0.99513,203.0,31.0,0.054000000000000006,4.5,0.36,0.3,6.9
3110,11.9,0.62,3.1,0.99045,111.0,19.0,0.033,2.2,0.46,0.24,6.7
3111,11.9,0.43,3.19,0.99,98.0,41.0,0.036000000000000004,1.9,0.39,0.23,6.5
3112,10.4,0.7,3.12,0.99305,129.0,24.0,0.043,1.6,0.34,0.23,7.6
3113,9.2,0.47,3.11,0.9988799999999999,126.0,22.0,0.052000000000000005,17.3,0.39,0.24,6.5
3114,11.3,0.43,3.24,0.99182,117.0,37.0,0.04,4.2,0.32,0.17,6.3
3115,11.3,0.43,3.24,0.99182,117.0,37.0,0.04,4.2,0.32,0.17,6.3
3116,11.0,0.5,3.25,0.9913,89.0,35.0,0.034,2.5,0.37,0.21,6.7
3117,11.9,0.43,3.19,0.99,98.0,41.0,0.036000000000000004,1.9,0.39,0.23,6.5
3118,12.9,0.64,3.08,0.98836,147.0,47.0,0.031,1.4,0.39,0.28,5.9
3119,10.8,0.31,3.09,0.9897,21.0,3.0,0.027000000000000003,0.8,0.37,0.19,5.9
3120,9.1,0.47,3.16,0.9958600000000001,206.0,53.0,0.049,8.0,0.42,0.25,6.2
3121,10.4,0.7,3.12,0.99305,129.0,24.0,0.043,1.6,0.34,0.23,7.6
3122,12.9,0.37,3.35,0.98892,103.0,31.0,0.03,1.7,0.27,0.18,5.6
3123,12.2,0.44,3.46,0.99156,86.0,10.0,0.037000000000000005,5.5,0.22,0.18,5.5
3124,9.2,0.47,3.11,0.9988799999999999,126.0,22.0,0.052000000000000005,17.3,0.39,0.24,6.5
3125,10.3,0.46,3.06,0.99534,150.0,41.0,0.052000000000000005,8.6,0.38,0.23,7.4
3126,11.0,0.46,3.08,0.9932200000000001,128.0,47.0,0.059000000000000004,6.9,0.37,0.17,7.2
3127,11.0,0.65,3.17,0.9929600000000001,98.0,10.0,0.043,2.1,0.38,0.3,7.6
3128,11.7,0.62,3.69,0.99098,100.0,31.0,0.039,2.2,0.21,0.24,5.0
3129,12.0,0.43,3.2,0.98972,122.0,37.0,0.039,1.5,0.38,0.21,6.1
3130,12.7,0.43,3.17,0.98964,148.0,30.0,0.047,2.5,0.38,0.33,6.5
3131,8.8,0.49,3.11,0.99918,198.0,59.0,0.061,17.6,0.26,0.35,6.3
3132,11.3,0.43,3.24,0.99182,117.0,37.0,0.04,4.2,0.32,0.17,6.3
3133,12.8,0.4,3.19,0.99008,121.0,38.0,0.034,2.9,0.35,0.25,6.6
3134,11.2,0.44,3.18,0.992,114.0,45.0,0.043,4.8,0.33,0.16,6.5
3135,8.9,0.51,3.26,0.99851,221.0,51.0,0.057,11.9,0.39,0.39,6.6
3136,11.2,0.39,3.5,0.99026,103.0,52.0,0.04,0.9,0.27,0.19,5.6
3137,11.1,0.4,3.23,0.9906,135.0,42.0,0.051,1.3,0.39,0.25,6.2
3138,10.8,0.51,3.05,0.99293,115.0,34.0,0.042,6.4,0.43,0.22,6.9
3139,9.3,0.42,3.18,0.9965799999999999,126.0,33.0,0.045,4.3,0.29,0.19,6.2
3140,8.9,0.51,3.26,0.99851,221.0,51.0,0.057,11.9,0.39,0.39,6.6
3141,12.7,0.36,3.22,0.9911,34.0,9.0,0.038,8.1,0.32,0.33,5.9
3142,12.0,0.4,3.16,0.9904,140.0,35.0,0.045,1.3,0.5,0.17,7.8
3143,11.2,0.39,3.5,0.99026,103.0,52.0,0.04,0.9,0.27,0.19,5.5
3144,8.8,0.43,3.23,0.99946,130.0,37.0,0.039,17.2,0.36,0.23,6.2
3145,8.8,0.43,3.23,0.99946,130.0,37.0,0.039,17.2,0.36,0.23,6.2
3146,8.8,0.43,3.23,0.99946,130.0,37.0,0.039,17.2,0.36,0.23,6.2
3147,10.4,0.47,3.2,0.9956799999999999,154.0,45.0,0.038,8.7,0.4,0.32,7.2
3148,8.8,0.43,3.23,0.99946,130.0,37.0,0.039,17.2,0.36,0.23,6.2
3149,10.4,0.47,3.2,0.9956799999999999,154.0,45.0,0.038,8.7,0.4,0.32,7.2
3150,14.0,0.45,3.38,0.9907,88.0,12.0,0.027000000000000003,7.5,0.47,0.39,5.8
3151,8.8,0.43,3.23,0.99946,130.0,37.0,0.039,17.2,0.36,0.23,6.2
3152,13.1,0.43,3.03,0.99018,294.0,51.0,0.035,4.6,1.23,0.25,7.6
3153,12.3,0.42,3.25,0.9899399999999999,88.0,30.0,0.028999999999999998,3.7,0.33,0.29,5.8
3154,12.6,0.46,3.27,0.99075,109.0,40.0,0.03,2.2,0.38,0.4,7.2
3155,12.0,0.44,3.18,0.9921200000000001,133.0,38.0,0.02,7.4,0.34,0.39,6.8
3156,9.5,0.47,2.87,0.99684,124.0,28.0,0.033,15.1,0.42,0.17,6.1
3157,12.0,0.44,3.18,0.9921200000000001,133.0,38.0,0.02,7.4,0.34,0.39,6.8
3158,12.7,0.49,3.08,0.99036,114.0,39.0,0.019,4.8,0.37,0.36,7.1
3159,10.5,0.39,3.4,0.99456,130.0,30.0,0.042,7.9,0.32,0.19,6.9
3160,12.9,0.54,3.15,0.98865,80.0,6.0,0.023,1.0,0.46,0.34,6.5
3161,9.5,0.47,2.87,0.99684,124.0,28.0,0.033,15.1,0.42,0.17,6.1
3162,12.0,0.44,3.18,0.9921200000000001,133.0,38.0,0.02,7.4,0.34,0.39,6.8
3163,12.7,0.49,3.08,0.99036,114.0,39.0,0.019,4.8,0.37,0.36,7.1
3164,11.9,0.66,3.06,0.9922200000000001,198.0,20.0,0.024,4.6,0.36,0.3,7.8
3165,12.0,0.45,3.24,0.9902200000000001,123.0,32.0,0.037000000000000005,1.4,0.52,0.68,6.1
3166,12.5,0.41,3.25,0.9907600000000001,133.0,42.0,0.031,6.2,0.37,0.34,5.2
3167,12.1,0.43,3.21,0.99144,118.0,36.0,0.034,6.1,0.4,0.28,5.6
3168,12.5,0.36,3.05,0.98961,82.0,22.0,0.019,5.1,0.38,0.19,6.2
3169,9.9,0.58,3.06,0.9936,113.0,28.0,0.043,6.3,0.26,0.16,5.7
3170,10.7,0.41,3.02,0.99126,147.0,63.0,0.036000000000000004,0.9,0.46,0.17,7.6
3171,12.0,0.35,2.94,0.99044,87.0,24.0,0.048,2.3,0.39,0.2,7.3
